"Date","Location","Tweet","Hashtags","Retweets","Likes","sentiment","prob","negative","positive"
2020-01-01,Australian in DC & NYC,"Here is the purported lab report shared on Weibo. My on the fly, not a medical translator, translation:  Detected results with high confidence:  SARS [like?] coronavirus, Pseudomonas aeruginosa, 46 species of oral/respiratory colonization bacteria. (2/4)  pic.twitter.com/Xe2JkufKeE",nan,14,17,negative,-10.950553284314367,-0.0007288192390433323,-10.95128210355341
2020-01-01,Rotterdam,"True statement:  ""There are many potential causes of viral pneumonia, many of which are more common than severe acute respiratory syndrome coronavirus”.   IF common viral ethology, by the time people have pneumonia, depending on test used the primary ethology may not be detected",nan,1,5,negative,-7.330385770131414,-0.008936403814146843,-7.339322173945561
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,お、グルメレース流そ https://cas.st/22eda3c5 ,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,ＤＪパチパチまん  https://cas.st/22eda3c5 ,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,nan,New Post: @WHO | Middle East respiratory syndrome coronavirus [now the maths w…  https://hosperity.com/who-middle-east-respiratory-syndrome-coronavirus-mers-cov-now-the-maths-w … @WHO | Middle East respir,'#mers',0,0,negative,-1.2929089103871831,-0.49377775550942715,-1.7866866658966103
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,(」・ω・)」うー！  (／・ω・)／にゃー！   https://cas.st/22eda3c5 ,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える, https://cas.st/22eda3c5 ,'#裏アカ女子',0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,"Cambridge, England","The decade starts with a new Coronavirus outbreak it seems... @MattFrieman do they know if SARS corona or another one?  Substantial  cases, so transmissibility seems higher than for MERS? Let’s hope it’s not SARS-like https://twitter.com/florian_krammer/status/1212245689679405060 …",nan,2,3,negative,-0.5686635770373698,-0.7435072767330837,-1.3121708537704535
2020-01-01,nan,Bateu na trave kkkkkkkkk,nan,0,2,positive,0.3601741663193394,-1.1912978664732918,-0.8311237001539524
2020-01-01,nan,Coronavirus doesn’t have to mean SARS. Any report that is actually “SARS” and not another human Coronavirus?,nan,0,1,negative,-5.488602745198932,-0.0317795974573869,-5.520382342656319
2020-01-01,Mount Everest,大愚弱智,nan,0,2,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,BCN-Catalunya,"Simply...si no és NO hi ha Aniria bé, però, saber QUIN és l'agent causal de pneumonia severa virica en vora 30 persones a Wuhan, Xina. https://twitter.com/Laurie_Garrett/status/1212259713225838592 …","'#coronavirus', '#sars', '#virusemergents'",1,1,negative,-3.772995097247474,-0.10185196354908044,-3.8748470607965544
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,@FreezeWataame Fate/Grand Order pic.twitter.com/dbXUTYYktI,"'#fgo', '#fgoお年賀'",2,1,positive,0.8176227153445055,-1.4659741185966908,-0.6483514032521853
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,新年早々大変やね(),nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,"New York, NY","Still waiting on news from China. There is talk on Chinese social media of a coronavirus in 2 of 7 severely ill patients, but unconfirmed. I expect Wuhan authorities or China CDC will announce findings if they are convinced of an etiological role, or this could be just rumors...",nan,7,9,negative,-8.980613327236597,-0.002853060944516983,-8.983466388181114
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,乗っ取り,nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,おつカレーラーメン,nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,Mount Everest,郭某人钓鱼那么明显，居然那么多人上当。,nan,0,6,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,nan,🤣🤣🤣 mast jok mara re ek aur maar🤣🤣,nan,0,0,positive,1.0465072173731187,-1.6161332911951547,-0.569626073822036
2020-01-01,nan,Laxmi bomb apne aap me ek content h or radhe bas ek action mashala jo hr baar ki tarah h first day eid ke wjah se collevtion to bade ayenge uske bad sirf content chalega aur aaj ke time akshay kumar ke pas hr movie content wali movie h,nan,0,0,positive,6.623619505303566,-6.638176559225485,-0.014557053921919305
2020-01-01,nan,Salman ke aage tik sakti to amir kya h be jhatu singh,nan,0,0,positive,4.514334905084951,-4.576121090732585,-0.06178618564763383
2020-01-01,na pqp :),ah mais vc ficou linda,nan,0,0,positive,1.3570232917472964,-1.8325097314863257,-0.47548643973902927
2020-01-01,nan,Hm bhi nhi chahte ki koi ghuspethiya aaye...prr bhai jo india k muslim h unko dikkat n honi chahiye bs.... https://twitter.com/PxexY4Ylb7Uo2r6/status/1212235015985090561 …,nan,0,0,positive,5.154502588534513,-5.194449949715732,-0.039947361181219776
2020-01-01,nan,I got coronavirus (suspected) from shadowing a PA in the hospital. [suspected because I know I saw pts with coronavirus],nan,0,0,negative,-2.7770107714495538,-0.19647318379796275,-2.9734839552475165
2020-01-01,nan,Bhai voter card ko citizenship ke liye enough nahi mana gaya h https://twitter.com/PxexY4Ylb7Uo2r6/status/1212225452678377472 …,nan,0,0,positive,1.71167397039423,-2.0960615994780483,-0.3843876290838182
2020-01-01,nan,Or gareeb logon k pass kahan se documents aayenge..muslim mostly poor hain https://twitter.com/PxexY4Ylb7Uo2r6/status/1212223687966879746 …,nan,0,0,negative,-2.4929727923494625,-0.2358984031895659,-2.7288711955390283
2020-01-01,nan,Bhai jab rafale ki file gayab ho sakti h toh  .ase bahut log h jinki documnts nahi milenge. https://twitter.com/PxexY4Ylb7Uo2r6/status/1212223687966879746 …,nan,0,0,negative,-5.050166640518711,-0.04289927111673819,-5.093065911635449
2020-01-01,近々転生➭独断と偏見で仲良い奴だけ垢教える,dm！あと1人ミッション達成してほしいから申請したい🙏,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-01,nan,2020 krl Feliz Ani novo!,nan,0,0,positive,6.41595433878669,-6.432752010045284,-0.016797671258593994
2020-01-01,na pqp :),Feliz ano novo bando de corno  Que comecem as piadinhas,nan,0,0,positive,6.988372984629422,-6.999690733291274,-0.011317748661852534
2020-01-01,nan,"“I heard that the 7 critical cases diagnosed were SARS, Wuhan Tongji Hospital, and Huada Gene Company. All the pathogens were confirmed to be coronavirus. Coronavirus has also been confirmed in the Houhu District of Wuhan Second Hospital.”  https://twitter.com/HongbaoChen/status/1211958604246351873 …",nan,11,13,negative,-7.590941516782436,-0.0074636209637333195,-7.59840513774617
2020-01-01,nan,Kon bola hinduon se azaadi ...y sab to apne haq ki ladaai h https://twitter.com/PxexY4Ylb7Uo2r6/status/1212033543942987776 …,nan,0,0,positive,4.675745165459929,-4.731115140294449,-0.05536997483451955
2020-01-02,"Sant Sadurní d'Anoia, España","Sóc el Naranjito, un gat molt carinyós i que m'agraden molt els mimos🐈Sóc positiu en coronavirus i és per això que he de viure solet sense altres gats.El meu desig més gran per aquest nou any és trobar una família, no vull tornar al carrer on em van abandonar😔 Em vols conèixer?  pic.twitter.com/eYIxDBwyNt",nan,0,1,positive,0.4154805639485062,-1.222645617808979,-0.8071650538604729
2020-01-02,nan,Só gente bonita 👌,nan,0,0,positive,2.6107803485731935,-2.8295126728530278,-0.21873232427983424
2020-01-02,nan,"Ten que corijir mesmo, odíio cuando mim ler augo errado, sufude poha.",nan,0,2,negative,-5.15839002150814,-0.03984133609337448,-5.1982313576015144
2020-01-02,Michigan State University,"Do you know that the article about the genome of the virus, ""The Genome Sequence of the SARS-Associated Coronavirus"" was published on Science magazine at May, 2003?",nan,0,0,positive,1.30988251605379,-1.7987612119407856,-0.48887869588699573
2020-01-02,nan,Infections à au Qatar                                https://twitter.com/CEPIvaccines/status/1212740489541292033 …,"'#mers', '#coronavirus'",1,1,positive,0.6911612366476447,-1.3865806407780852,-0.6954194041304405
2020-01-02,"New York, NY",Some background on the risk of re-emergence of or a novel SARS-related CoV. @EcoHealthNYC has been working since 2004 in China to trace back origins of SARS-CoV... @ProMED_mail @nycbat @hongying_li @TheMenacherryLab @Laurie_Garrett,'#sars',4,7,positive,1.7525614673607777,-2.1274889779689943,-0.3749275106082166
2020-01-02,近々転生➭独断と偏見で仲良い奴だけ垢教える,ミラティブどうした？ほんと開けないんだけど,nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-02,近々転生➭独断と偏見で仲良い奴だけ垢教える,ディケイドってだれ？,nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-02,"St. Paul, Minnesota","Novel research led by Fang Li, PhD, associate professor in the Department of Veterinary and Biomedical Sciences at the CVM, could directly impact vaccine and antibody therapies developed for combating coronavirus infections in both humans and animals alike  https://vetmed.umn.edu/news/umn-cvm-scientists-unlock-decades-old-mystery-epidemiology …",nan,2,4,negative,-0.8906319633908311,-0.6223473426343844,-1.5129793060252155
2020-01-02,nan,Não gostaria de fazer parte? Fodace vai ser obrigado a se alistar msm assim!,nan,0,2,positive,1.972632572280105,-2.3000758423821566,-0.32744327010205154
2020-01-02,nan,Good news ko Excellent film bolke apne hi hero ki g@@nd mar li 🤣🤣🤣,nan,1,1,positive,7.103554019821132,-7.114006455530301,-0.010452435709169094
2020-01-02,nan,Then watch porn,nan,0,0,positive,0.2539532139171463,-1.1325572339407017,-0.8786040200235554
2020-01-02,nan,Já tem pic.twitter.com/DXSd3ZMvv7,nan,0,2,positive,0.5206784921832757,-1.2837024117867948,-0.7630239196035191
2020-01-02,近々転生➭独断と偏見で仲良い奴だけ垢教える,ミラティブ使えんやんけ pic.twitter.com/91JTyHot9P,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-02,WorldW,This app!,nan,0,2,negative,-0.2085631686820193,-0.8994840044112067,-1.108047173093226
2020-01-02,nan,Came for the stayed for the and ! Discovery and Prevalence of Divergent RNA Viruses in European Field Voles and Rabbits  @MDPIOpenAccess https://www.mdpi.com/607022 ,"'#coronavirus', '#morbilli', '#picorna', '#astrovirus', '#rotavirus'",1,1,positive,1.446119517482714,-1.8971404157573488,-0.4510208982746349
2020-01-02,Mount Everest,人总喜欢膜拜人创造的偶像，信人创造的教。 难道用自己的脑子去思考这个世界不好吗？ btw，教皇是唐僧肉？ pic.twitter.com/DiVYgU9Nt6,nan,0,1,positive,1.2198001564642311,-1.7351514979455906,-0.5153513414813595
2020-01-02,Mount Everest,“中国人太多”,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-02,nan,Let's keep our fingers crossed and hope that the recent outbreak is not related to SARS!  Genomic characterisation of the severe acute respiratory syndrome coronavirus of Amoy Gardens outbreak in Hong Kong. - PubMed - NCBI  https://www.ncbi.nlm.nih.gov/pubmed/14654320 ,nan,0,1,negative,-8.537603385204505,-0.0038771814325571086,-8.541480566637063
2020-01-02,nan,Ab fact v btana galat hai kya bsdk,nan,0,0,positive,1.8286735609292606,-2.1865333148372628,-0.3578597539080022
2020-01-02,nan,Kv constitution padha h madrasha chhap 🤣🤣🤣,nan,0,3,negative,-0.1791649197281302,-0.9131970137078298,-1.09236193343596
2020-01-02,nan,He is concerning all the visitors might carrying “coronavirus”?   He should resign now!,nan,0,0,negative,-0.02372921793154603,-0.9881841772832871,-1.0119133952148331
2020-01-02,Hong Kong,tl;dr: SARS is a virus that can cause atypical pneumonia. But atypical pneumonia isn't all caused by,'#hongkong',0,2,negative,-5.706400771651261,-0.027368491390603822,-5.733769263041864
2020-01-02,Hong Kong,Okay time to differentiate between SARS vs atypical pneumonia SARS is one type of viral respiratory infection that is caused by a virus: SARS-coronavirus [1] Atypical pneumonia is an umbrella term that describes pneumonia not caused by typical organisms* https://twitter.com/XinqiSu/status/1212586365201764353 …,'#hongkong',11,10,negative,-11.587579031064848,-0.00046870018525169144,-11.5880477312501
2020-01-02,"Cabo Frio, Rio de Janeiro","Meu cachorro tá internado com coronavírus, eu to desesperado, não sei o que fazer, só quero que ele saia dessa logo 🙏🏻😭😭😭  pic.twitter.com/YyG9aI2wnX",nan,0,0,negative,-2.546660524844299,-0.22792678436945835,-2.774587309213757
2020-01-02,"Marseille, France",Oui jsp si tu connais le coronavirus,nan,0,0,positive,1.0456493833188603,-1.6155553460441467,-0.5699059627252865
2020-01-03,Japan,A pan-coronavirus fusion inhibitor targeting the HR1 domain of human coronavirus spike | Science Advances  https://advances.sciencemag.org/content/5/4/eaav4580.full …,nan,0,0,negative,-1.0732350149299776,-0.5609615371938048,-1.6341965521237825
2020-01-03,Japan,Memo 軽微な修正 Brief Report: Isolation of a Novel Coronavirus from a Man with Pneumonia in Saudi Arabia | NEJM  https://www.nejm.org/doi/full/10.1056/NEJMx130029 …,nan,0,0,negative,-5.820266122071786,-0.0253095727540682,-5.845575694825854
2020-01-03,Japan,Memo 2012年 HCoV-EMC Isolation of a Novel Coronavirus from a Man with Pneumonia in Saudi Arabia | NEJM  https://www.nejm.org/doi/full/10.1056/nejmoa1211721 …,nan,0,0,negative,-6.328678841387813,-0.01783875773870136,-6.346517599126514
2020-01-03,Japan,Broad Cross-Species Infection of Cultured Cells by Bat HKU2-Related Swine Acute Diarrhea Syndrome Coronavirus and Identification of Its Replication in Murine Dendritic Cells In Vivo Highlight Its Potential for Diverse Interspecies Transmission  https://jvi.asm.org/content/93/24/e01448-19 …,nan,0,0,negative,-3.999424286677538,-0.08749671310022222,-4.08692099977776
2020-01-03,Edinburgh,Which suggests some coronavirus sequence has been obtained but it is not similar to SARS-cov and if it is just in one patient is probably just residual viral RNA from some other coronavirus.,nan,0,1,negative,-1.131883033914761,-0.5423271377389653,-1.6742101716537263
2020-01-03,Edinburgh,"Google translate says “From the test results obtained so far, …, but it is really very inclined not to be SARS coronavirus. The homology is very low, with less than 4% gene coverage, making it impossible to judge. Need to test again.”  https://translate.google.com/translate?hl=en&sl=zh-CN&u= https://k.sina.com.cn/article_1315590387_4e6a50f301900p0k6.html&prev=search …",nan,0,1,negative,-6.449868984392708,-0.016409610508958394,-6.466278594901667
2020-01-03,nan,"Me dê uma M16 e muita munição, o resto é comigo 👍 🤣🤣",nan,0,0,positive,3.813075070191161,-3.912230105320617,-0.09915503512945634
2020-01-03,Brugge,Blijkbaar maar 4% homologie met coronavirus,nan,0,0,positive,1.0686436789458469,-1.6310859099337947,-0.5624422309879478
2020-01-03,nan,"Renove sua CNH e tome multa do mesmo jeito, pois o DetranPR não entrega ela 👍",nan,2,1,negative,-2.707533248976233,-0.20550708610309698,-2.91304033507933
2020-01-03,nan,"Não existe mais telefone para contato? No 0800 643-7373 não há opção de falar com alguém, e o atendimento eletrônico não resolveu.",nan,0,0,negative,-2.9415359445963247,-0.17653924127955634,-3.118075185875881
2020-01-03,A unas 3 ó 4 cervezas de aquí,Ahora BIOLOGÍA! Inicia las respuestas con la 1°letra de tu nombre:  Bacteria: Campylobacter jejuni Virus: Coronavirus Hongo: Candida albicans Planta: Cucurbita pepo Enzima: colagenasa Cito/Histo: cilio Genética: cromatina Bioquímica: cuerpos cetónicos Embrio: citotrofoblasto  https://twitter.com/ConsuuGomez2/status/1213179423278731271 …,nan,0,0,negative,-4.13549417263954,-0.07983529331571049,-4.21532946595525
2020-01-03,"St Paul, MN","More Ebola in DRC, unknown virus (possible Coronavirus) outbreak in Wuhan, China... It is a very public health intense way to start the new year of 2020.  https://twitter.com/APHL/status/1213190298765053959 …",nan,1,4,negative,-11.345545456570932,-0.0005542958242301665,-11.346099752395162
2020-01-03,Chine,"Les noirs, les vieux et les femmes",nan,0,1,positive,1.9041285691373844,-2.245747405827437,-0.3416188366900528
2020-01-03,Mount Everest,贵国千古一帝英明神武,nan,0,5,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,Hong Kong,【獨家】武漢不明肺炎新病毒極可能由動物傳人  https://s.nextmedia.com/realtime/a.php?i=20200103&s=6996647&a=60448286 …,'#coronavirus',0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,España Barcelona Madrid,Un nuevo coronavírus ? se van sumando los pic.twitter.com/zuzha0n08E,"'#wuhan', '#pneumonia', '#china'",1,1,positive,0.3198980465595689,-1.1687975494916678,-0.8488995029320989
2020-01-03,"Boston, MA","If it's a new virus (IF) it will take time to figure out what it is. It took several weeks to figure out that a new coronavirus was the cause of what we know as the SARS outbreak. I'd imagine it would be faster now than in 2003, but it can take time to find/identify pathogens.",nan,0,2,negative,-9.196474508417253,-0.002456914269345134,-9.198931422686599
2020-01-03,ROUEN,"44 personnes par une même source, l’animal en cause serait hypercontaminant (ce qui est possible). Le séquencage donne un coronavirus. Des patients qui n’ont pas fréquenté le marché ont été identifiés. S’ils portent la même souche, la transmission sera avérée.",nan,0,2,negative,-0.22213189449530546,-0.8932050450870292,-1.1153369395823347
2020-01-03,Edinburgh,In one way or another I think that must be true. I guess the labs are doing metagenomic sequencing and a fragment of some coronavirus came up (which means little). ’SARS’ may be being used in some reports as synonymous with (any) coronavirus.,nan,0,1,negative,-4.866644787765665,-0.048621644066400904,-4.915266431832066
2020-01-03,Edinburgh,I guess that means 4% of a coronavirus genome in a patient - you’d probably find that in a lot of people. Still 4% of coronavirus genome is > 1kb and would be possible to rule out known coronaviruses.,nan,0,1,negative,-0.38677524472933555,-0.8195351735518841,-1.2063104182812197
2020-01-03,"Leiden, The Netherlands",(Avian) influenza virus seems to be ruled out. Coronavirus still a possibility. Hopefully this will be solved soon https://www.bbc.com/news/world-asia-china-50984025 …,"'#ngs', '#metagenomics'",1,3,negative,-3.234549237564565,-0.1456693891549321,-3.380218626719497
2020-01-03,nan,I have read somewhere else that they refer to 4% genome coverage. <4% homology makes no sense. Than it is for sure not a coronavirus,nan,1,2,positive,2.5940169651860856,-2.81511936557726,-0.22110240039117457
2020-01-03,"Tseung Kwan O, Hong Kong",The latest pneumonia outbreak in might be caused by a new type of coronavirus which can be transferred from animal to human and is not exactly the same as will announce strengthened prevention measure later today.  Source: Apple Daily https://hk.news.appledaily.com/local/realtime/article/20200103/60448286 …,"'#wuhan', '#hkgov'",2,1,negative,-2.932823471005406,-0.17754540321107015,-3.1103688742164763
2020-01-03,nan,@WHO Suspecting Novel in this new in even when hasn't revealed the exact cause / type of  It may even be infectious and spread between humans and https://s.nextmedia.com/realtime/a.php?i=20200103&s=6996647&a=60448286 …,"'#coronavirus', '#severerespiratoryinfection', '#wuhan', '#china', '#ccp', '#virus', '#animal', '#publichealth', '#epidemic'",0,0,positive,2.738688948576936,-2.9400981410998384,-0.20140919252290246
2020-01-03,ROUEN,"Moins de 4% de séquences communes avec SARS-Cov: le séquencage est fait, il s’agit donc d’un coronavirus qui a muté pour le passage inter espèces (chauve-souris principal suspect). Si les 44 cas avaient la même souche, une transmission inter humaine serait vraisemblable.",nan,1,1,positive,3.431864671913331,-3.559713025517908,-0.12784835360457691
2020-01-03,International Website,"China - Media report on Wuhan mystery pneumonia: Influenza, avian influenza, and adenovirus infections can be ruled out - a new type of coronavirus disease is not ruled out.  h/t Pathfinder",nan,16,8,negative,-9.369893559938248,-0.0021788509901057296,-9.372072410928354
2020-01-03,Mount Everest,配图实属高雅,nan,0,25,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,Mount Everest,高雅艺术,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,"Lake Jackson, TX",Coronavirus is gross!!! My least favorite. I had never heard of it until moving to El Paso!,nan,0,0,negative,-3.018831866807716,-0.1678446699057119,-3.1866765367134278
2020-01-03,"Atlanta, GA","Perhaps a dumb question, but even if it's not SARS-CoV, is it a coronavirus? (Is that known?)",nan,0,1,positive,0.014475009761575564,-1.007255658841153,-0.9927806490795774
2020-01-03,"Glenwood Springs, America","We don't know which family the virus comes from, but  CoV(coronavirus) is most likely, and human to human transmission is guaranteed by those numbers. Since it infects the breathing system, it's spread by aerosol, which is bad. It's fast and efficient. One sneeze in an airport...",nan,0,2,negative,-7.580279750580189,-0.007518838715753873,-7.587798589295943
2020-01-03,nan,"Nikal madarch@d, pehli fursat me warna jaha se nikla waha gushega  🤣🤣🤣",nan,0,0,negative,-0.0013087276025345318,-0.9993457845987592,-1.0006545122012938
2020-01-03,nan,Lgta h bachpan me ammi ne chut chtaya isiliye b@@bs khoj rha 🤣🤣🤣,nan,0,0,negative,-2.3421110934343474,-0.25969011988534874,-2.601801213319696
2020-01-03,nan,Original id bnaunga to muh me lega bol 🤣🤣🤣,nan,0,0,positive,3.043144999492455,-3.2083393379006395,-0.16519433840818465
2020-01-03,nan,Naah aajkal sare jai meme wale mulle se hi halala kara rhe 🤣🤣🤣,nan,0,0,positive,3.891764622181796,-3.985824060300075,-0.0940594381182791
2020-01-03,nan,Tujhe mullo se muhhobat nhi teri ammi ko h tu to paultary h be 🤣🤣🤣 pta nhi 10wa ya 12wa no. Lga Tera 🤣🤣🤣,nan,0,0,positive,2.4275040713886398,-2.6734703264275907,-0.24596625503895098
2020-01-03,nan,Apni ammi ko meri mummy smjh rha chutke 🤣🤣🤣,nan,0,0,positive,0.7253367539810256,-1.4077804659985844,-0.6824437120175588
2020-01-03,"Glenwood Springs, America","We'll see what variant of coronavirus we're dealing with soon, I hope. I can't believe the sequence still isn't out.  Surely there's been a gain of function or important mutation, or it is indeed plain SARS and they don't want to freak out Chinese people.  My bet's on the latter.",nan,0,1,negative,-3.022694784050941,-0.16742091702604966,-3.1901157010769907
2020-01-03,nan,Naah trri mummy ke b@@bs maine free kra di h jab man kre khud lena nhi to mohalle me baat dena 🤣🤣🤣🤣,nan,0,0,positive,5.8244842680242925,-5.849720591346227,-0.02523632332193415
2020-01-03,nan,Bhagwa or bhadwa me bahot frk hota h bsdk 🤣🤣🤣 tere jaise bhadwe hi bhagwa ko jalil krte  Thankgod hum kisi mulle se khtna nhi karate 🤣🤣🤣,nan,0,0,positive,6.089362757112212,-6.110396855487892,-0.021034098375679378
2020-01-03,nan,Pr tensn mt lo tumko to muh me v diya jayega ghapa ghap,nan,0,0,negative,-2.7930270407867113,-0.19444386419768023,-2.9874709049843915
2020-01-03,nan,yahi problem h tumhari pehle g@@nd marwa lo fir dusre se g@@nd mango 🤣🤣🤣,nan,0,0,positive,1.8264518532629666,-2.1847999622802092,-0.3583481090172427
2020-01-03,Tokyo,"[PROTOCOL] Genetically Engineering a Susceptible Mouse Model for MERS-CoV-Induced Acute Respiratory Distress Syndrome. Leist SR, Cockrell AS. In: Vijay R. (eds) MERS Coronavirus. MIMB 2918012-28.",'#crispr',0,1,negative,-3.8229974377788096,-0.09849809927411002,-3.9214955370529196
2020-01-03,nan,G@@nd marwane wale bhakt v to aa gye h 🤣🤣🤣,nan,0,0,negative,-1.500151508842528,-0.436712222278274,-1.936863731120802
2020-01-03,nan,Pehle document fir bakarchodi bsdk,nan,0,0,negative,-0.5286535436164357,-0.7597535797151806,-1.2884071233316163
2020-01-03,nan,"FeliD-3 Test Kiti; İmmünokromatografi prensibine göre Kedi Parvovirus, Coronavirus ve Giardia antijeninin tespiti için yardımcı teşhis pic.twitter.com/tFk9FPwi09","'#diagnostiktestler', '#kedicoronavirüs', '#felid3', '#hızlıtestkiti', '#keditestkiti', '#veteriner', '#diagnostic', '#anigen', '#bionote', '#elkdiagnostic'",0,0,negative,-0.06990785989606252,-0.9654694643491126,-1.0353773242451751
2020-01-03,近々転生➭独断と偏見で仲良い奴だけ垢教える,正直SiM買って使っとらん本体に新規番号入れて片っ端からロック解除が丸いのではって思えてきた,nan,0,0,negative,-0.530514716114526,-0.7589919007352179,-1.289506616849744
2020-01-03,nan,Naah munna wo padhane nhi g@@nd marne baitha h congressio ke,nan,0,1,positive,1.8607429667823112,-2.211618602102618,-0.35087563532030686
2020-01-03,nan,Great info sharing and detail @hayesluk.  Agree a novel coronavirus has to be real consideration...,nan,2,9,positive,8.837065849315508,-8.840217065896468,-0.003151216580960181
2020-01-03,Hong,"Food for thought here re potential newly emerging Samples from Tuen Mun (Hong Kong) patient who tested negative to SARS, flu and avian flu to be sequenced, curious to see the results;  https://twitter.com/hayesluk/status/1213049380439121920?s=21 …",'#coronavirus',2,8,positive,0.6644565605887465,-1.3701481670786677,-0.7056916064899212
2020-01-03,Mount Everest,极权对社会道德的污染.jpg,nan,0,0,negative,-0.34103691725081475,-0.8395353280645139,-1.1805722453153287
2020-01-03,Mount Everest,政治家一贯的假公济私，只是在不同的体制下需要向不同的人负责。,nan,0,1,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,Mount Everest,她要是真读过几本好书，也写不出来那些乱七八糟的小说。,nan,0,0,positive,0.0006543646776527856,-1.0003272194389339,-0.9996728547612811
2020-01-03,nan,Why not SADS ? Outbreaks some time ago in pigs in southern China and able to infect human cells... Wuhan Inst Virology has the diagnostics to detect the virus quickly. So could be ruled out already....,'#coronavirus',3,9,negative,-9.232940803784118,-0.002395641230691581,-9.23533644501481
2020-01-03,Hong Kong,Point 3 is especially insightful after Prof. David Hui’s sharing. and were now not excluded as the possible etiological agent.,"'#coronavirus', '#sars'",7,16,positive,3.2969275919722065,-3.436721875796735,-0.13979428382452852
